凸,52,6
氨,53,6
笏,54,6
哮,55,6
珀,56,6
惰,57,6
捎,58,6
镕,59,6
阱,60,6
谡,61,6
雏,62,6
讪,63,6
有,0,7
二,1,7
情,2,7
南,3,7
北,4,7
告,5,7
步,6,7
早,7,7
土,8,7
察,9,7
卷,10,7
限,11,7
御,12,7
买,13,7
顿,14,7
叶,15,7
泽,16,7
末,17,7
凤,18,7
缓,19,7
竞,20,7
措,21,7
骂,22,7
仇,23,7
症,24,7
递,25,7
陪,26,7
综,27,7
朵,28,7
臂,29,7
戈,30,7
衙,31,7
赔,32,7
缝,33,7
渠,34,7
蕃,35,7
孕,36,7
冻,37,7
雁,38,7
辏,39,7
妮,40,7
辜,41,7
笛,42,7
淘,43,7
冶,44,7
嗟,45,7
菱,46,7
匣,47,7
乍,48,7
甩,49,7
彝,50,7
幔,51,7
棕,52,7
闸,53,7
鄴,54,7
偈,55,7
秸,56,7
烹,57,7
绾,58,7
醴,59,7
殁,60,7
砚,61,7
妗,62,7
隧,63,7
我,0,8
无,1,8
西,2,8
代,3,8
未,4,8
叫,5,8
台,6,8
引,7,8
际,8,8
黑,9,8
姐,10,8
热,11,8
讨,12,8
督,13,8
录,14,8
虎,15,8
掉,16,8
贤,17,8
侵,18,8
冬,19,8
旗,20,8
丞,21,8
触,22,8
萧,23,8
汗,24,8
粉,25,8
爬,26,8
堡,27,8
匆,28,8
拢,29,8
豆,30,8
禅,31,8
靖,32,8
韵,33,8
啥,34,8
遮,35,8
躬,36,8
喉,37,8
滞,38,8
钉,39,8
娥,40,8
砸,41,8
晁,42,8
蚁,43,8
迦,44,8
懈,45,8
痒,46,8
锤,47,8
祁,48,8
颓,49,8
尴,50,8
捡,51,8
攘,52,8
郢,53,8
殴,54,8
嘘,55,8
晔,56,8
偎,57,8
跄,58,8
舵,59,8
缢,60,8
彤,61,8
漓,62,8
纫,63,8
他,0,9
同,1,9
机,2,9
走,3,9
张,4,9
队,5,9
让,6,9
须,7,9
致,8,9
突,9,9
封,10,9
田,11,9
富,12,9
楚,13,9
丁,14,9
载,15,9
魏,16,9
孝,17,9
赏,18,9
丧,19,9
闪,20,9
抽,21,9
订,22,9
辩,23,9
贞,24,9
牵,25,9
戊,26,9
亏,27,9
秩,28,9
卜,29,9
俩,30,9
钻,31,9
雇,32,9
冀,33,9
牺,34,9
蓄,35,9
苑,36,9
泡,37,9
漆,38,9
咨,39,9
剿,40,9
揖,41,9
贿,42,9
汴,43,9
谜,44,9
忿,45,9
鳌,46,9
撇,47,9
禾,48,9
沂,49,9
迥,50,9
赍,51,9
徇,52,9
扈,53,9
篡,54,9
臻,55,9
蛔,56,9
疚,57,9
鹘,58,9
昙,59,9
曙,60,9
蟒,61,9
獭,62,9
雳,63,9
这,0,10
么,1,10
它,2,10
女,3,10
令,4,10
强,5,10
江,6,10
离,7,10
志,8,10
倒,9,10
构,10,10
值,11,10
尼,12,10
配,13,10
移,14,10
航,15,10
刀,16,10
哭,17,10
抚,18,10
帅,19,10
柳,20,10
课,21,10
赖,22,10
曼,23,10
彭,24,10
辽,25,10
勿,26,10
牢,27,10
庶,28,10
葛,29,10
纲,30,10
峡,31,10
屡,32,10
怖,33,10
翔,34,10
樱,35,10
摘,36,10
鄙,37,10
乖,38,10
焰,39,10
秉,40,10
恃,41,10
焕,42,10
魅,43,10
腥,44,10
旭,45,10
胳,46,10
荨,47,10
廓,48,10
纂,49,10
圾,50,10
啪,51,10
礁,52,10
壕,53,10
呻,54,10
褥,55,10
屎,56,10
撩,57,10
忏,58,10
饺,59,10
傩,60,10
琨,61,10
喙,62,10
愆,63,10
为,0,11
经,1,11
回,2,11
言,3,11
反,4,11
往,5,11
河,6,11
证,7,11
夜,8,11
局,9,11
站,10,11
怀,11,11
范,12,11
痛,13,11
危,14,11
控,15,11
缺,16,11
床,17,11
忍,18,11
软,19,11
姆,20,11
闹,21,11
怨,22,11
妖,23,11
敏,24,11
遵,25,11
飘,26,11
鉴,27,11
猎,28,11
浓,29,11
耕,30,11
郁,31,11
跨,32,11
鹏,33,11
屠,34,11
玲,35,11
哼,36,11
叉,37,11
旺,38,11
筋,39,11
堵,40,11
晌,41,11
喇,42,11
踢,43,11
鄂,44,11
讥,45,11
缅,46,11
蔬,47,11
僭,48,11
沁,49,11
瞅,50,11
懦,51,11
炯,52,11
骠,53,11
谪,54,11
邕,55,11
佃,56,11
砌,57,11
鸠,58,11
恬,59,11
酵,60,11
熘,61,11
淆,62,11
蕖,63,11
之,0,12
法,1,12
并,2,12
马,3,12
士,4,12
区,5,12
识,6,12
约,7,12
需,8,12
投,9,12
验,10,12
郎,11,12
球,12,12
授,13,12
税,14,12
刑,15,12
均,16,12
吏,17,12
醒,18,12
握,19,12
扩,20,12
尾,21,12
搞,22,12
赋,23,12
寄,24,12
陶,25,12
仓,26,12
凯,27,12
猜,28,12
祀,29,12
浩,30,12
阙,31,12
泣,32,12
痴,33,12
巫,34,12
衫,35,12
诵,36,12
亩,37,12
傍,38,12
遁,39,12
菊,40,12
剖,41,12
暑,42,12
藻,43,12
陋,44,12
赈,45,12
铎,46,12
偕,47,12
皂,48,12
郝,49,12
轼,50,12
咦,51,12
僖,52,12
脯,53,12
潇,54,12
褪,55,12
吭,56,12
睬,57,12
翌,58,12
黔,59,12
郓,60,12
翎,61,12
瓮,62,12
悚,63,12
来,0,13
当,1,13
间,2,13
金,3,13
师,4,13
交,5,13
规,6,13
母,7,13
皆,8,13
衣,9,13
苦,10,13
纳,11,13
秋,12,13
肯,13,13
座,14,13
荣,15,13
摇,16,13
健,17,13
默,18,13
纵,19,13
允,20,13
络,21,13
仰,22,13
卢,23,13
租,24,13
翰,25,13
诛,26,13
昔,27,13
沟,28,13
愁,29,13
宏,30,13
冤,31,13
催,32,13
填,33,13
窝,34,13
匪,35,13
滩,36,13
钗,37,13
鸭,38,13
玑,39,13
瑶,40,13
莺,41,13
掀,42,13
娱,43,13
噢,44,13
浆,45,13
黜,46,13
缸,47,13
叟,48,13
胥,49,13
怼,50,13
挛,51,13
龚,52,13
酝,53,13
瑚,54,13
靶,55,13
杞,56,13
咙,57,13
涿,58,13
奂,59,13
顼,60,13
甭,61,13
墒,62,13
夤,63,13
大,0,14
起,1,14
手,2,14
处,3,14
许,4,14
武,5,14
拉,6,14
组,7,14
左,8,14
愿,9,14
差,10,14
氏,11,14
冲,12,14
雨,13,14
优,14,14
央,15,14
喝,16,14
朱,17,14
拥,18,14
巡,19,14
驾,20,14
杯,21,14
恭,22,14
抬,23,14
爆,24,14
寇,25,14
漫,26,14
颗,27,14
邑,28,14
贷,29,14
扣,30,14
妄,31,14
卓,32,14
鲍,33,14
兀,34,14
挨,35,14
钞,36,14
擢,37,14
弼,38,14
芒,39,14
拓,40,14
褐,41,14
膊,42,14
栗,43,14
滔,44,14
跋,45,14
枣,46,14
浇,47,14
哺,48,14
镖,49,14
鸽,50,14
炳,51,14
帧,52,14
瓣,53,14
葫,54,14
砰,55,14
钰,56,14
躇,57,14
钤,58,14
耙,59,14
赉,60,14
檬,61,14
筐,62,14
瞩,63,14
以,0,15
与,1,15
四,2,15
便,3,15
条,4,15
达,5,15
切,6,15
房,7,15
究,8,15
省,9,15
刻,10,15
景,11,15
恩,12,15
占,13,15
烈,14,15
概,15,15
敬,16,15
戏,17,15
迫,18,15
筑,19,15
混,20,15
衡,21,15
隔,22,15
仿,23,15
哀,24,15
悦,25,15
夷,26,15
殖,27,15
涂,28,15
脉,29,15
妨,30,15
徙,31,15
擦,32,15
绘,33,15
辄,34,15
巢,35,15
猿,36,15
脆,37,15
倦,38,15
芦,39,15
窄,40,15
蒸,41,15
栋,42,15
怡,43,15
稼,44,15
愕,45,15
剌,46,15
鲸,47,15
夭,48,15
牒,49,15
隘,50,15
酣,51,15
粲,52,15
拽,53,15
琶,54,15
僮,55,15
夙,56,15
磅,57,15
捻,58,15
钵,59,15
梵,60,15
霹,61,15
缭,62,15
锵,63,15
个,0,16
好,1,16
关,2,16
通,3,16
变,4,16
社,5,16
极,6,16
曾,7,16
汉,8,16
欲,9,16
益,10,16
执,11,16
哥,12,16
楼,13,16
卡,14,16
庄,15,16
卖,16,16
票,17,16
绿,18,16
饮,19,16
僧,20,16
翼,21,16
爵,22,16
债,23,16
润,24,16
唤,25,16
悟,26,16
慎,27,16
弘,28,16
捷,29,16
涌,30,16
虏,31,16
畜,32,16
糖,33,16
刷,34,16
拆,35,16
猩,36,16
洒,37,16
铸,38,16
淳,39,16
斌,40,16
劈,41,16
厄,42,16
灿,43,16
幢,44,16
旌,45,16
蔑,46,16
佥,47,16
烤,48,16
绫,49,16
亢,50,16
狈,51,16
酱,52,16
铀,53,16
蕙,54,16
迨,55,16
怂,56,16
桀,57,16
窒,58,16
嘈,59,16
蠹,60,16
菇,61,16
骼,62,16
庠,63,16
中,0,17
看,1,17
重,2,17
命,3,17
系,4,17
权,5,17
持,6,17
似,7,17
念,8,17
率,9,17
派,10,17
型,11,17
寻,12,17
呼,13,17
丽,14,17
岛,15,17
损,16,17
晋,17,17
页,18,17
崇,19,17
植,20,17
汝,21,17
朗,22,17
赴,23,17
舒,24,17
遥,25,17
撰,26,17
夕,27,17
崔,28,17
嫌,29,17
吟,30,17
耗,31,17
稽,32,17
扭,33,17
址,34,17
纤,35,17
傻,36,17
喻,37,17
膝,38,17
浸,39,17
脾,40,17
哨,41,17
谴,42,17
稻,43,17
罐,44,17
丐,45,17
悼,46,17
拧,47,17
蛛,48,17
苛,49,17
氐,50,17
恣,51,17
忖,52,17
壑,53,17
鲤,54,17
咄,55,17
噶,56,17
瘟,57,17
烘,58,17
踊,59,17
缙,60,17
庖,61,17
涸,62,17
睾,63,17
上,0,18
学,1,18
应,2,18
特,3,18
计,4,18
科,5,18
若,6,18
易,7,18
既,8,18
严,9,18
紧,10,18
欢,11,18
恶,12,18
顺,13,18
遗,14,18
脱,15,18
卒,16,18
韩,17,18
奥,18,18
贾,19,18
哲,20,18
稍,21,18
详,22,18
泉,23,18
腿,24,18
艘,25,18
愤,26,18
癸,27,18
逊,28,18
阔,29,18
筹,30,18
轨,31,18
纹,32,18
劣,33,18
歼,34,18
砍,35,18
卵,36,18
瞪,37,18
颁,38,18
恍,39,18
爪,40,18
兑,41,18
肢,42,18
讫,43,18
绞,44,18
颐,45,18
洽,46,18
搂,47,18
蕉,48,18
汾,49,18
渺,50,18
铩,51,18
臾,52,18
狩,53,18
嫔,54,18
娅,55,18
岔,56,18
虢,57,18
韧,58,18
蛉,59,18
铡,60,18
炬,61,18
陂,62,18
咭,63,18
们,0,19
进,1,19
工,2,19
给,3,19
且,4,19
九,5,19
英,6,19
随,7,19
送,8,19
待,9,19
料,10,19
毛,11,19
停,12,19
阴,13,19
画,14,19
介,15,19
括,16,19
岂,17,19
勇,18,19
洪,19,19
穷,20,19
愈,21,19
译,22,19
汽,23,19
册,24,19
扎,25,19
辉,26,19
柱,27,19
劫,28,19
鞋,29,19
鼠,30,19
吞,31,19
漏,32,19
赢,33,19
挡,34,19
胎,35,19
拱,36,19
窦,37,19
歧,38,19
讽,39,19
戮,40,19
缄,41,19
彰,42,19
朽,43,19
沛,44,19
孰,45,19
泻,46,19
嘶,47,19
挹,48,19
埂,49,19
髓,50,19
箫,51,19
栈,52,19
忒,53,19
谌,54,19
觑,55,19
赁,56,19
胚,57,19
鸥,58,19
忱,59,19
跸,60,19
皎,61,19
妞,62,19
畹,63,19
到,0,20
种,1,20
性,2,20
数,3,20
认,4,20
设,5,20
争,6,20
精,7,20
显,8,20
归,9,20
异,10,20
免,11,20
良,12,20
吾,13,20
屋,14,20
盖,15,20
域,16,20
迹,17,20
街,18,20
耶,19,20
乙,20,20
蓝,21,20
净,22,20
幕,23,20
轰,24,20
乾,25,20
滑,26,20
甫,27,20
跌,28,20
拨,29,20
娜,30,20
淫,31,20
妥,32,20
缴,33,20
肆,34,20
厮,35,20
塘,36,20
甜,37,20
尧,38,20
脖,39,20
钧,40,20
呜,41,20
胤,42,20
坤,43,20
熬,44,20
嫉,45,20
凳,46,20
徊,47,20
榴,48,20
豁,49,20
蔓,50,20
嗡,51,20
桨,52,20
猾,53,20
驹,54,20
擞,55,20
濠,56,20
绊,57,20
漱,58,20
墩,59,20
觞,60,20
亵,61,20
裰,62,20
跛,63,20
说,0,21
将,1,21
全,2,21
次,3,21
目,4,21
李,5,21
功,6,21
视,7,21
置,8,21
医,9,21
例,10,21
略,11,21
股,12,21
奏,13,21
您,14,21
序,15,21
迁,16,21
伏,17,21
昌,18,21
操,19,21
埃,20,21
颜,21,21
枝,22,21
播,23,21
掩,24,21
叛,25,21
幅,26,21
袖,27,21
荐,28,21
艰,29,21
躺,30,21
虞,31,21
姊,32,21
巾,33,21
谒,34,21
柜,35,21
毋,36,21
帛,37,21
谎,38,21
盲,39,21
馈,40,21
壤,41,21
搏,42,21
棚,43,21
膏,44,21
螅,45,21
皓,46,21
洌,47,21
驯,48,21
谤,49,21
阑,50,21
凛,51,21
唾,52,21
嗤,53,21
晟,54,21
驭,55,21
讹,56,21
诩,57,21
炙,58,21
撬,59,21
邯,60,21
悸,61,21
淙,62,21
髂,63,21
国,0,22
还,1,22
门,2,22
海,3,22
光,4,22
观,5,22
深,6,22
尚,7,22
亚,8,22
玉,9,22
祖,10,22
批,11,22
险,12,22
固,13,22
鱼,14,22
秦,15,22
测,16,22
忘,17,22
缘,18,22
烧,19,22
旦,20,22
邪,21,22
繁,22,22
恢,23,22
祝,24,22
碰,25,22
廉,26,22
宴,27,22
寨,28,22
驶,29,22
鹿,30,22
杖,31,22
囊,32,22
酷,33,22
函,34,22
哦,35,22
冢,36,22
雀,37,22
攀,38,22
稷,39,22
暇,40,22
撕,41,22
晦,42,22
槐,43,22
哇,44,22
婉,45,22
雯,46,22
岚,47,22
峭,48,22
祗,49,22
氢,50,22
簧,51,22
芜,52,22
洹,53,22
赣,54,22
痰,55,22
袱,56,22
芭,57,22
匮,58,22
杲,59,22
纭,60,22
罄,61,22
峤,62,22
箍,63,22
和,0,23
分,1,23
老,2,23
今,3,23
管,4,23
记,5,23
备,6,23
断,7,23
推,8,23
船,9,23
宫,10,23
犯,11,23
波,12,23
皮,13,23
慢,14,23
庭,15,23
虚,16,23
剧,17,23
累,18,23
妙,19,23
伟,20,23
瑞,21,23
侠,22,23
竹,23,23
祸,24,23
污,25,23
宅,26,23
衰,27,23
践,28,23
漂,29,23
勋,30,23
携,31,23
饶,32,23
谅,33,23
簿,34,23
壳,35,23
绢,36,23
棺,37,23
棵,38,23
詹,39,23
杏,40,23
咳,41,23
哎,42,23
蕴,43,23
肾,44,23
畴,45,23
叱,46,23
逛,47,23
闵,48,23
埽,49,23
穑,50,23
竺,51,23
翩,52,23
漳,53,23
苇,54,23
暨,55,23
呃,56,23
锯,57,23
涫,58,23
菹,59,23
懋,60,23
凋,61,23
瘾,62,23
滦,63,23
地,0,24
此,1,24
点,2,24
表,3,24
路,4,24
改,5,24
造,6,24
乃,7,24
居,8,24
奇,9,24
乱,10,24
否,11,24
刺,12,24
警,13,24
露,14,24
词,15,24
逐,16,24
奔,17,24
玄,18,24
赛,19,24
桥,20,24
丑,21,24
浮,22,24
奸,23,24
摸,24,24
伍,25,24
丘,26,24
琴,27,24
凝,28,24
齿,29,24
扇,30,24
脏,31,24
芬,32,24
扮,33,24
悠,34,24
擅,35,24
薪,36,24
矢,37,24
粟,38,24
蠢,39,24
淑,40,24
羡,41,24
笨,42,24
哟,43,24
姥,44,24
删,45,24
膳,46,24
燥,47,24
畿,48,24
琛,49,24
贻,50,24
榆,51,24
喔,52,24
疤,53,24
斡,54,24
痹,55,24
恸,56,24
栓,57,24
楞,58,24
炫,59,24
廿,60,24
蛭,61,24
舫,62,24
萼,63,24
也,0,25
心,1,25
身,2,25
原,3,25
接,4,25
展,5,25
阳,6,25
影,7,25
列,8,25
护,9,25
素,10,25
灵,11,25
述,12,25
甲,13,25
啊,14,25
睡,15,25
毫,16,25
顶,17,25
轮,18,25
摆,19,25
珍,20,25
宿,21,25
奋,22,25
零,23,25
忆,24,25
叙,25,25
寅,26,25
铜,27,25
浅,28,25
椅,29,25
斤,30,25
汪,31,25
穴,32,25
贱,33,25
昼,34,25
铭,35,25
碑,36,25
莽,37,25
劾,38,25
淋,39,25
啸,40,25
晏,41,25
钥,42,25
饷,43,25
卦,44,25
寞,45,25
诀,46,25
渗,47,25
琐,48,25
芽,49,25
黯,50,25
圭,51,25
宥,52,25
椭,53,25
扳,54,25
炊,55,25
攒,56,25
烙,57,25
冗,58,25
跻,59,25
钳,60,25
茉,61,25
咀,62,25
瑕,63,25
子,0,26
前,1,26
东,2,26
斯,3,26
城,4,26
字,5,26
快,6,26
除,7,26
君,8,26
卫,9,26
怕,10,26
药,11,26
谢,12,26
担,13,26
端,14,26
召,15,26
避,16,26
油,17,26
抱,18,26
尉,19,26
促,20,26
壁,21,26
汇,22,26
潮,23,26
偿,24,26
峰,25,26
艇,26,26
苍,27,26
辖,28,26
斜,29,26
抛,30,26
舅,31,26
抖,32,26
疆,33,26
饱,34,26
婴,35,26
挽,36,26
斑,37,26
仑,38,26
怯,39,26
丸,40,26
诬,41,26
旷,42,26
沧,43,26
稚,44,26
韶,45,26
湛,46,26
溺,47,26
伶,48,26
俚,49,26
纶,50,26
窘,51,26
揪,52,26
瑛,53,26
笆,54,26
裨,55,26
拈,56,26
崭,57,26
纥,58,26
叽,59,26
谝,60,26
荼,61,26
臼,62,26
瓒,63,26
时,0,27
面,1,27
由,2,27
义,3,27
活,4,27
故,5,27
集,6,27
青,7,27
包,8,27
岁,9,27
男,10,27
射,11,27
环,12,27
妈,13,27
徒,14,27
怒,15,27
借,16,27
跳,17,27
窗,18,27
宇,19,27
嘉,20,27
羊,21,27
暂,22,27
呆,23,27
抢,24,27
饰,25,27
谕,26,27
菲,27,27
坡,28,27
墓,29,27
碧,30,27
斥,31,27
姨,32,27
鹰,33,27
艳,34,27
铃,35,27
谭,36,27
拐,37,27
祐,38,27
吼,39,27
炭,40,27
砖,41,27
兜,42,27
醇,43,27
塌,44,27
渭,45,27
衅,46,27
胧,47,27
慷,48,27
鞘,49,27
辇,50,27
笙,51,27
瘫,52,27
夔,53,27
驸,54,27
舷,55,27
殡,56,27
谙,57,27
蓦,58,27
憔,59,27
汛,60,27
兖,61,27
啃,62,27
腑,63,27
道,0,28
又,1,28
何,2,28
各,3,28
保,4,28
品,5,28
布,6,28
初,7,28
技,8,28
律,9,28
效,10,28
监,11,28
莫,12,28
坚,13,28
坏,14,28
枪,15,28
辞,16,28
弃,17,28
抓,18,28
麻,19,28
烦,20,28
芳,21,28
吕,22,28
朔,23,28
怜,24,28
佩,25,28
柔,26,28
液,27,28
狼,28,28
届,29,28
妾,30,28
嫂,31,28
披,32,28
泊,33,28
骄,34,28
嘱,35,28
亨,36,28
浚,37,28
瞒,38,28
撑,39,28
屁,40,28
恤,41,28
咕,42,28
螺,43,28
汲,44,28
瑜,45,28
叨,46,28
豢,47,28
檐,48,28
矜,49,28
胄,50,28
揣,51,28
孚,52,28
绽,53,28
掣,54,28
磐,55,28
笾,56,28
茄,57,28
嗨,58,28
挝,59,28
寰,60,28
鬻,61,28
斫,62,28
竦,63,28
出,0,29
定,1,29
向,2,29
州,3,29
结,4,29
议,5,29
尽,6,29
息,7,29
线,8,29
标,9,29
般,10,29
织,11,29
脑,12,29
阶,13,29
杂,14,29
跑,15,29
牙,16,29
睛,17,29
废,18,29
稳,19,29
燕,20,29
售,21,29
奖,22,29
刊,23,29
摄,24,29
绕,25,29
迪,26,29
桂,27,29
牲,28,29
瓶,29,29
熊,30,29
呵,31,29
漠,32,29
聘,33,29
灌,34,29
糟,35,29
堤,36,29
矮,37,29
谐,38,29
酌,39,29
凰,40,29
掷,41,29
帆,42,29
垄,43,29
哗,44,29
砂,45,29
茎,46,29
镑,47,29
靴,48,29
掖,49,29
沐,50,29
斐,51,29
曳,52,29
摺,53,29
寐,54,29
勺,55,29
杠,56,29
钏,57,29
蔼,58,29
篆,59,29
橐,60,29
珂,61,29
跤,62,29
亘,63,29
而,0,30
见,1,30
至,2,30
化,3,30
题,4,30
象,5,30
周,6,30
守,7,30
弟,8,30
罪,9,30
段,10,30
陆,11,30
草,12,30
忠,13,30
渐,14,30
虑,15,30
额,16,30
辛,17,30
冰,18,30
惟,19,30
祭,20,30
倾,21,30
幽,22,30
禄,23,30
牧,24,30
溃,25,30
弥,26,30
愚,27,30
循,28,30
燃,29,30
崩,30,30
戚,31,30
旱,32,30
芝,33,30
娃,34,30
棋,35,30
坟,36,30
姬,37,30
敛,38,30
矗,39,30
靡,40,30
摔,41,30
株,42,30
骆,43,30
沮,44,30
缕,45,30
沦,46,30
尬,47,30
杉,48,30
煜,49,30
笠,50,30
伲,51,30
咚,52,30
槛,53,30
渤,54,30
碱,55,30
胫,56,30
吝,57,30
穹,58,30
袒,59,30
眸,60,30
畸,61,30
麝,62,30
赜,63,30
要,0,31
只,1,31
物,2,31
口,3,31
却,4,31
花,5,31
宗,6,31
党,7,31
客,8,31
吧,9,31
福,10,31
句,11,31
忽,12,31
背,13,31
藏,14,31
靠,15,31
岸,16,31
彼,17,31
振,18,31
粮,19,31
墙,20,31
咱,21,31
垂,22,31
桑,23,31
丙,24,31
慌,25,31
扑,26,31
矛,27,31
肥,28,31
狠,29,31
疼,30,31
谥,31,31
仕,32,31
磁,33,31
寝,34,31
彪,35,31
喂,36,31
滥,37,31
颖,38,31
泼,39,31
藉,40,31
鸾,41,31
屑,42,31
煮,43,31
赂,44,31
泌,45,31
牡,46,31
粤,47,31
惕,48,31
呕,49,31
崎,50,31
咯,51,31
赡,52,31
锥,53,31
弛,54,31
滕,55,31
筠,56,31
纨,57,31
蛾,58,31
剃,59,31
猖,60,31
鹉,61,31
祔,62,31
阕,63,31
于,0,32
